shift_a,shift_b,shift_c,fgw_distance,relaxed_energy
0.083,0.917,-2.400,0.272252876747,-978.120727539062
0.083,0.958,-2.400,0.274304969577,-978.126159667969
0.125,0.000,-2.400,0.272625234441,-978.557983398438
0.125,0.042,-2.400,0.273107080028,-978.566101074219
0.125,0.083,-2.400,0.274395134740,-978.156372070312
0.125,0.125,-2.400,0.273020684518,-978.555236816406
0.125,0.167,-2.400,0.276267505736,-978.065124511719
0.125,0.208,-2.400,0.275600466825,-978.320068359375
0.125,0.250,-2.400,0.274198320980,-978.180786132812
0.125,0.292,-2.400,0.275695952602,-977.729248046875
0.125,0.333,-2.400,0.272625234441,-978.554321289062
0.125,0.375,-2.400,0.273107080028,-978.579589843750
0.125,0.417,-2.400,0.274395134740,-978.156433105469
0.125,0.458,-2.400,0.273020684518,-978.555297851562
0.125,0.500,-2.400,0.276267505736,-978.066101074219
0.125,0.542,-2.400,0.275600466825,-978.320373535156
0.125,0.583,-2.400,0.274198320980,-978.174865722656
0.125,0.625,-2.400,0.275695952602,-977.733459472656
0.125,0.667,-2.400,0.272625234441,-978.554199218750
0.125,0.708,-2.400,0.273107080028,-978.526123046875
0.125,0.750,-2.400,0.274395134740,-978.156433105469
0.125,0.792,-2.400,0.273020684518,-978.528991699219
0.125,0.833,-2.400,0.276267505736,-978.065856933594
0.125,0.875,-2.400,0.275600466825,-978.320434570312
0.125,0.917,-2.400,0.274198320980,-978.076477050781
0.125,0.958,-2.400,0.275695952602,-977.729125976562
0.167,0.000,-2.400,0.274355083999,-978.362243652344
0.167,0.042,-2.400,0.276292316022,-977.989501953125
0.167,0.083,-2.400,0.274097595845,-978.578674316406
0.167,0.125,-2.400,0.272651191216,-978.335876464844
0.167,0.167,-2.400,0.274545390156,-978.948913574219
0.167,0.208,-2.400,0.272651191216,-978.336425781250
0.167,0.250,-2.400,0.274097595845,-978.592712402344
0.167,0.292,-2.400,0.276292316022,-977.989440917969
0.167,0.333,-2.400,0.274355083999,-977.984252929688
0.167,0.375,-2.400,0.276292316022,-977.989501953125
0.167,0.417,-2.400,0.274097595845,-978.578552246094
0.167,0.458,-2.400,0.272651191216,-978.340942382812
0.167,0.500,-2.400,0.274545390156,-978.948913574219
0.167,0.542,-2.400,0.272651191216,-978.360351562500
0.167,0.583,-2.400,0.274097595845,-978.580871582031
